car_name,model_year,present_price,km_driven,seller_type,fuel_type,transmission_type,ownsership,selling_price
Jaguar XF,2014,1450000,50000,Dealer,Diesel,Automatic,First Owner,2150000
Maruti Celerio,2020,975000,46500,Individual,Petrol,Manual,Second Owner,340000
Maruti Alto,2021,1600000,5000,Individual,Petrol,Manual,First Owner,95000
Maruti Swift,2015,950000,68000,Individual,Diesel,Manual,Second Owner,381000
Mercedes-Benz C-Class,2022,795000,45000,Dealer,Diesel,Automatic,Third Owner,775000
Maruti Swift Dzire,2018,1350000,20000,Individual,Diesel,Manual,First Owner,700000
Maruti Ciaz,2005,1850000,106000,Dealer,Diesel,Manual,Second Owner,675000
Honda City,2020,2125000,28000,Dealer,Petrol,Automatic,First Owner,670000
Mahindra XUV500,2014,1750000,50000,Individual,Diesel,Manual,First Owner,1050000
BMW X5,2016,2640000,19000,Individual,Diesel,Automatic,First Owner,7900000
Honda City,2017,2880000,55000,Dealer,Petrol,Manual,Second Owner,360000
Ford Figo,2009,3000000,53000,Individual,Diesel,Manual,First Owner,400000
Hyundai Verna,2023,160000,89000,Dealer,Diesel,Manual,First Owner,470000
Maruti Alto,2019,650000,22000,Individual,Petrol,Manual,First Owner,304000
Honda City,2018,470000,69000,Dealer,Diesel,Manual,Second Owner,490000
Mahindra Scorpio,2019,650000,155000,Individual,Diesel,Manual,First Owner,864000
Mahindra XUV500,2020,1490000,85000,Dealer,Diesel,Manual,First Owner,480000
Maruti Wagon R,2015,695000,3600,Dealer,Petrol,Automatic,First Owner,575000
Maruti Baleno,2018,22000000,5000,Individual,Petrol,Automatic,First Owner,686000
Toyota Innova,2022,3350000,143000,Dealer,Diesel,Manual,1498 cc,780000
Audi A6,2022,2150000,24000,Dealer,Diesel,Automatic,Second Owner,3490000
MG Hector,2016,2075000,28000,Dealer,Diesel,Manual,First Owner,1699000
Maruti Swift,2022,3380000,44000,Individual,Diesel,Manual,First Owner,800000
Maruti Baleno,2007,13900000,10000,Individual,Petrol,Automatic,First Owner,680000
Toyota Fortuner,2018,910000,200000,Individual,Diesel,Manual,First Owner,1200000
Toyota Innova,2021,1450000,187031,Dealer,Diesel,Manual,1497 cc,525000
Ford Ecosport,2014,1600000,22346,Dealer,Petrol,Manual,Second Owner,955000
Hyundai i20,2023,1580000,120000,Individual,Diesel,Manual,First Owner,350000
Maruti Vitara,2008,1900000,1000,Dealer,Petrol,Manual,First Owner,800000
Maruti Alto,2020,750000,56700,Individual,Petrol,Manual,First Owner,75000
Mahindra XUV500,2021,650000,170000,Individual,Diesel,Manual,Second Owner,825000
Mahindra Marazzo,2015,3400000,60000,Individual,Diesel,Manual,First Owner,1476000
Honda Jazz,2017,495000,40000,Dealer,Petrol,Automatic,First Owner,670000
Maruti Alto,2001,820000,28000,Dealer,Petrol,Manual,First Owner,180000
Hyundai Grand,2022,470000,35000,Individual,Petrol,Manual,Second Owner,490000
Maruti Baleno,2018,670000,20000,Individual,Petrol,Manual,First Owner,550000
Hyundai i10,2011,6500000,40000,Individual,Petrol,Manual,First Owner,350000
Toyota Innova,2015,1000000,35000,Individual,Diesel,Manual,First Owner,1500000
Ford Figo,2022,1650000,74000,Dealer,Diesel,Manual,First Owner,190000
Renault Duster,2015,1850000,46500,Individual,Diesel,Manual,1498 cc,460000
Maruti Swift,2009,1630000,8000,Dealer,Petrol,Automatic,Second Owner,650000
Maruti Ciaz,2023,1900000,120000,Individual,Diesel,Manual,First Owner,700000
Maruti Swift,2017,7500000,34000,Individual,Petrol,Manual,First Owner,455000
Maruti Swift,2019,3950000,54000,Dealer,Petrol,Manual,First Owner,365000
Maruti Swift Dzire,2018,15500000,11275,Dealer,Petrol,Manual,First Owner,470000
Toyota Fortuner,1998,1070000,35000,Dealer,Diesel,Automatic,1497 cc,2950000
Maruti Swift,2019,3800000,48000,Individual,Diesel,Manual,First Owner,400000
Renault Duster,2014,8600000,68000,Dealer,Diesel,Manual,Second Owner,550000
Honda Civic,2021,600000,23000,Dealer,Petrol,Automatic,Second Owner,1519000
Maruti Swift Dzire,2023,675000,31500,Individual,Diesel,Automatic,First Owner,740000
Honda Amaze,2015,1350000,73000,Dealer,Diesel,Manual,Second Owner,325000
Hyundai Grand,2006,550000,10000,Individual,Petrol,Automatic,First Owner,600000
Honda Amaze,2015,2750000,208000,Individual,Diesel,Manual,First Owner,300000
Hyundai i10,2019,1300000,30000,Individual,Petrol,Manual,First Owner,300000
Maruti Wagon R,2014,1250000,83000,Dealer,CNG,Manual,First Owner,345000
Mahindra Scorpio,2023,5000000,60000,Individual,Diesel,Manual,First Owner,900000
Mahindra XUV500,2015,1680000,83000,Dealer,Diesel,Manual,Second Owner,1025000
Isuzu D-Max,2017,1610000,58132,Dealer,Diesel,Manual,First Owner,1450000
Maruti Swift,2020,680000,34000,Individual,Petrol,Manual,First Owner,400000
Honda Amaze,2020,2400000,45120,Dealer,Diesel,Manual,First Owner,367000
Hyundai Grand,2010,2500000,15000,Individual,Petrol,Automatic,First Owner,535000
Maruti Ertiga,2023,1700000,15000,Individual,Petrol,Manual,First Owner,805000
MG Hector,2018,2200000,1000,Dealer,Petrol,Manual,1996 cc,1488000
Hyundai i10,2008,3550000,64000,Individual,Petrol,Manual,Second Owner,250000
Mercedes-Benz E-Class,2021,1950000,98000,Dealer,Diesel,Automatic,Second Owner,700000
Maruti Vitara,2017,11000000,65000,Dealer,Diesel,Manual,First Owner,675000
Maruti Swift,2019,12500000,84000,Dealer,Diesel,Manual,First Owner,425000
Maruti Alto,2020,12600000,33000,Individual,Petrol,Manual,Second Owner,260000
Honda City,2023,4500000,55670,Dealer,Petrol,Manual,First Owner,700000
Maruti Baleno,2019,2400000,50000,Individual,Diesel,Manual,First Owner,560000
Hyundai Verna,2019,3200000,148000,Individual,Diesel,Manual,First Owner,155000
Porsche Cayenne,2020,1575000,47000,Dealer,Diesel,Automatic,First Owner,5975000
Maruti Ertiga,2020,7500000,18000,Dealer,Petrol,Manual,First Owner,800000
BMW 3,2007,790000,52420,Dealer,Diesel,Automatic,First Owner,750000
Hyundai Grand,2019,7200000,10000,Individual,Petrol,Manual,Second Owner,350000
Toyota Innova,2005,2500000,40000,Individual,Diesel,Manual,First Owner,1380000
Mahindra Scorpio,2010,1090000,50000,Individual,Diesel,Manual,First Owner,1000000
Maruti Ertiga,2003,1725000,50000,Individual,Petrol,Manual,First Owner,700000
Maruti Swift Dzire,2020,1385000,76963,Individual,Petrol,Manual,First Owner,230000
BMW 5,2016,3375000,52890,Dealer,Diesel,Automatic,First Owner,2800000
Maruti Alto,2022,2100000,45000,Dealer,CNG,Manual,First Owner,350000
Maruti Baleno,2017,1500000,25000,Individual,Diesel,Manual,First Owner,825000
Renault KWID,2002,3400000,10103,Dealer,Petrol,Manual,Second Owner,325000
BMW X1,2005,2330000,24000,Dealer,Diesel,Automatic,First Owner,1675000
Mahindra XUV500,2018,2050000,47240,Dealer,Diesel,Manual,First Owner,800000
Maruti Celerio,2016,2600000,30000,Individual,Petrol,Manual,First Owner,400000
Toyota Innova,2016,1500000,58000,Dealer,Diesel,Manual,First Owner,1750000
Audi A4,2010,1695000,65000,Dealer,Diesel,Automatic,Second Owner,1200000
Hyundai i20,2019,1650000,35213,Dealer,Diesel,Manual,First Owner,535000
Hyundai Grand,2022,1475000,35000,Individual,Petrol,Manual,First Owner,356000
Mahindra XUV500,2019,2500000,92000,Dealer,Diesel,Manual,First Owner,550000
Maruti Eeco,2014,2475000,34500,Dealer,CNG,Manual,First Owner,360000
Maruti Ertiga,2019,12000000,50000,Individual,Diesel,Manual,First Owner,700000
Hyundai Grand,2021,2285000,30000,Individual,Petrol,Manual,First Owner,390000
Toyota Fortuner,2017,675000,51000,Dealer,Diesel,Automatic,Second Owner,1245000
Mahindra XUV500,1999,1575000,60000,Individual,Diesel,Automatic,First Owner,1150000
Maruti Wagon R,2017,3550000,83000,Dealer,Petrol,Manual,First Owner,180000
Skoda Rapid,2007,1100000,70000,Dealer,Petrol,Manual,First Owner,425000
Ford Freestyle,2021,940000,50000,Individual,Petrol,Manual,First Owner,650000
Maruti Swift,2022,2030000,60000,Individual,Diesel,Manual,First Owner,400000
Honda City,2012,2700000,51000,Dealer,Petrol,Manual,First Owner,275000
Maruti Alto,2024,710000,40000,Individual,Petrol,Manual,First Owner,170000
Skoda Superb,2018,2400000,100000,Individual,Petrol,Manual,Second Owner,235000
Mercedes-Benz C-Class,2017,1665000,160000,Individual,Diesel,Automatic,First Owner,700000
Maruti Alto,2018,31000000,70000,Individual,Petrol,Manual,First Owner,250000
Maruti Swift,2023,3000000,70000,Individual,Petrol,Manual,Second Owner,350000
Hyundai i20,2019,800000,50000,Individual,Petrol,Manual,First Owner,480000
Maruti Swift Dzire,2015,1195000,30000,Dealer,Petrol,Automatic,First Owner,690000
Maruti Ciaz,2021,1900000,60000,Individual,Diesel,Manual,Second Owner,670000
Maruti Alto,2019,3400000,50000,Individual,Petrol,Manual,Second Owner,250000
Mahindra Scorpio,2011,2800000,42000,Dealer,Diesel,Manual,First Owner,935000
Hyundai Verna,2016,1250000,15000,Individual,Petrol,Manual,First Owner,1030000
Maruti Wagon R,2015,485000,33650,Individual,Petrol,Manual,First Owner,110000
Hyundai i20,2018,2550000,35000,Individual,Petrol,Manual,First Owner,470000
Maruti Swift,2022,2250000,30000,Individual,Petrol,Manual,Second Owner,370000
Maruti Celerio,2005,2170000,100000,Individual,Petrol,Automatic,First Owner,450000
Maruti Wagon R,2008,2650000,58000,Dealer,CNG,Manual,First Owner,275000
Maruti Swift Dzire,2010,2200000,4000,Individual,Petrol,Automatic,First Owner,731000
Maruti Wagon R,2004,2450000,60000,Individual,Petrol,Manual,First Owner,380000
Tata Nexon,2016,1165000,60000,Individual,Diesel,Manual,Second Owner,900000
Honda Amaze,2015,2500000,34000,Dealer,Petrol,Manual,First Owner,500000
Datsun GO,2023,1385000,42000,Individual,Petrol,Manual,First Owner,330000
Tata Hexa,2016,4025000,60000,Individual,Diesel,Manual,Second Owner,1400000
Hyundai Verna,2020,950000,80000,Individual,Diesel,Manual,First Owner,540000
Mahindra Bolero,2018,4255000,120000,Individual,Diesel,Manual,1950 cc,375000
Toyota Fortuner,2021,1050000,50000,Dealer,Petrol,Automatic,Second Owner,2600000
Ford Ecosport,2001,995000,35200,Dealer,Petrol,Automatic,Second Owner,725000
Hyundai i20,2017,1170000,3700,Trustmark Dealer,Petrol,Manual,First Owner,765000
Maruti Wagon R,2020,2300000,25000,Individual,Petrol,Manual,Third Owner,380000
Toyota Fortuner,2021,930000,64000,Dealer,Diesel,Automatic,First Owner,2625000
Mahindra XUV500,2023,2400000,50000,Dealer,Diesel,Manual,First Owner,621000
Maruti Swift Dzire,2021,3450000,15000,Individual,Petrol,Manual,First Owner,600000
Mahindra XUV300,2018,1590000,30000,Individual,Petrol,Manual,First Owner,1130000
Maruti Swift Dzire,2019,1630000,35000,Individual,Petrol,Manual,Second Owner,670000
Ford Endeavour,2023,555000,62876,Dealer,Diesel,Automatic,First Owner,2875000
Honda Amaze,2018,1320000,70000,Individual,Diesel,Manual,First Owner,350000
Maruti Swift Dzire,2019,1000000,84003,Individual,Diesel,Manual,First Owner,530000
Mahindra Thar,2018,560000,55000,Dealer,Diesel,Manual,First Owner,850000
Maruti Alto,2020,3550000,42000,Dealer,CNG,Manual,First Owner,260000
Maruti Alto,2019,1320000,31000,Dealer,Petrol,Manual,Second Owner,230000
Ford Ecosport,2020,2025000,80000,Dealer,Diesel,Manual,First Owner,475000
Tata Nexon,2021,500000,6000,Individual,Petrol,Manual,First Owner,750000
Land Rover Rover,2016,800000,12000,Dealer,Diesel,Automatic,Second Owner,4000000
Skoda Superb,2009,2290000,65000,Dealer,Diesel,Manual,First Owner,499000
Honda Jazz,2009,2410000,30000,Dealer,Petrol,Manual,First Owner,525000
Hyundai i20,2022,2400000,10000,Individual,Petrol,Manual,Second Owner,535000
Maruti Dzire VXI,2015,3300000,62150,Dealer,Petrol,Manual,Second Owner,485000
Mahindra XUV500,2020,2650000,47300,Dealer,Diesel,Manual,First Owner,745000
Ford Aspire,2022,4340000,63000,Dealer,Diesel,Manual,Third Owner,475000
Hyundai Grand,2017,325000,80000,Individual,Diesel,Manual,First Owner,300000
Volvo S90,2013,2265000,20400,Dealer,Diesel,Automatic,First Owner,3650000
Maruti Alto,2020,2290000,71000,Dealer,Petrol,Manual,First Owner,299000
Maruti Ertiga,2021,2450000,52000,Dealer,Diesel,Manual,First Owner,695000
Hyundai i20,2018,2225000,70000,Individual,Petrol,Manual,Second Owner,400000
Hyundai Grand,2020,2150000,20000,Individual,Petrol,Manual,First Owner,650000
Hyundai Grand,2020,2295000,70000,Individual,Diesel,Manual,First Owner,455000
Maruti Wagon R,2020,2140000,100000,Individual,Petrol,Manual,First Owner,150000
Honda Amaze,2006,1950000,50000,Individual,Petrol,Manual,First Owner,550000
Hyundai i20,2005,2325000,67000,Dealer,Diesel,Manual,First Owner,500000
Hyundai Verna,2023,1020000,70000,Dealer,Diesel,Manual,Second Owner,365000
Honda Amaze,2016,2400000,21100,Dealer,Petrol,Automatic,First Owner,775000
Hyundai Grand,2022,1655000,50000,Individual,Petrol,Manual,First Owner,310000
Hyundai Venue,2021,670000,27594,Trustmark Dealer,Petrol,Manual,Second Owner,995000
Hyundai i10,2023,1800000,70000,Individual,Petrol,Manual,First Owner,190000
Toyota Innova,2021,2110000,37000,Dealer,Diesel,Automatic,First Owner,1575000
Honda WR-V,2020,3345000,25000,Individual,Petrol,Manual,First Owner,906000
Ford Ecosport,2021,2750000,35000,Individual,Diesel,Manual,Second Owner,785000
Maruti Alto,2008,1690000,11266,Dealer,Petrol,Manual,First Owner,235000
Maruti XL6,2018,870000,12005,Dealer,Petrol,Automatic,First Owner,1200000
Mahindra Bolero,2018,620000,80000,Individual,Diesel,Manual,First Owner,470000
Honda City,2008,2080000,119000,Individual,Petrol,Manual,First Owner,400000
Kia Seltos,2005,1700000,3500,Dealer,Petrol,Automatic,First Owner,1490000
Maruti Baleno,2020,1400000,11000,Dealer,Petrol,Manual,Second Owner,535000
Skoda Rapid,2021,895000,47612,Dealer,Diesel,Manual,First Owner,590000
Renault KWID,2022,2590000,41000,Individual,Petrol,Manual,First Owner,235000
Hyundai Creta,2021,1240000,21000,Dealer,Petrol,Manual,First Owner,1250000
Maruti Wagon R,2021,2250000,120000,Individual,Petrol,Manual,First Owner,300000
BMW X1,2013,800000,22450,Dealer,Diesel,Automatic,First Owner,3011000
Maruti Swift,2022,1165000,10000,Individual,Petrol,Manual,First Owner,615000
Renault KWID,2013,3350000,50000,Individual,Petrol,Manual,First Owner,250000
Mahindra XUV500,2007,11500000,42000,Dealer,Diesel,Manual,First Owner,925000
Maruti Swift Dzire,2021,785000,14000,Dealer,Diesel,Manual,First Owner,725000
Renault KWID,2007,7800000,10000,Individual,Petrol,Manual,First Owner,350000
Maruti Wagon R,2021,700000,70000,Individual,Petrol,Manual,First Owner,360000
Honda City,2023,2950000,70000,Individual,Diesel,Manual,First Owner,700000
Mahindra XUV500,2021,3425000,50000,Individual,Diesel,Automatic,First Owner,1300000
Volkswagen Polo,2012,1600000,64471,Dealer,Petrol,Manual,Second Owner,285000
Maruti Wagon R,2021,2050000,50000,Individual,Petrol,Manual,First Owner,62000
Maruti Ignis,2009,1985000,20000,Individual,Petrol,Automatic,First Owner,550000
Honda Amaze,2014,850000,33869,Dealer,Petrol,Manual,First Owner,527000
Mahindra Bolero,2020,210000,63497,Individual,Diesel,Manual,First Owner,396000
Maruti Swift Dzire,2022,1935000,70000,Individual,Petrol,Manual,First Owner,384000
Hyundai i10,2014,2290000,67000,Individual,Petrol,Manual,Second Owner,210000
Maruti Swift,2008,510000,50000,Individual,Diesel,Manual,First Owner,500000
Datsun RediGO,2017,900000,20000,Individual,Petrol,Manual,First Owner,210000
Hyundai Verna,2017,340000,57000,Dealer,Petrol,Manual,First Owner,425000
Mahindra Bolero,2020,1125000,30000,Individual,Diesel,Manual,First Owner,425000
Maruti Swift Dzire,2007,1030000,80000,Individual,Diesel,Automatic,First Owner,495000
Maruti Alto,2012,875000,50000,Individual,Petrol,Manual,First Owner,220000
Tata Safari,2022,365000,190000,Individual,Diesel,Manual,First Owner,218000
Mahindra Bolero,2018,1800000,60000,Individual,Diesel,Manual,First Owner,750000
Maruti Ciaz,2012,1925000,60000,Dealer,Petrol,Automatic,First Owner,715000
Audi A6,2022,1440000,21000,Dealer,Diesel,Automatic,First Owner,1800000
Maruti Alto,2023,2450000,5000,Individual,Petrol,Manual,First Owner,350000
Renault KWID,2013,4050000,25000,Individual,Petrol,Manual,First Owner,300000
Maruti Alto,2003,600000,100000,Individual,Petrol,Manual,First Owner,168000
Land Rover Rover,2004,2550000,175000,Individual,Diesel,Automatic,First Owner,2500000
Mercedes-Benz E-Class,2018,1625000,86500,Dealer,Diesel,Automatic,First Owner,1400000
Maruti Swift Dzire,2021,3195000,120000,Individual,Diesel,Manual,First Owner,350000
Hyundai Verna,2018,2600000,76300,Individual,Diesel,Manual,First Owner,480000
Renault KWID,2020,1175000,10000,Individual,Petrol,Automatic,First Owner,400000
Hyundai Grand,2016,2750000,36000,Dealer,Petrol,Manual,First Owner,495000
Mahindra KUV,2015,4795000,26000,Individual,Petrol,Manual,First Owner,420000
Maruti Swift Dzire,2022,2400000,100000,Individual,Diesel,Manual,First Owner,531000
Ford Ecosport,2024,1850000,4000,Individual,Petrol,Manual,First Owner,800000
Maruti Swift Dzire,2017,1400000,86000,Individual,Diesel,Manual,First Owner,550000
Volkswagen Vento,2018,2450000,81000,Dealer,Diesel,Manual,First Owner,465000
Maruti Alto,2008,1745000,41321,Dealer,Petrol,Manual,Second Owner,185000
Mahindra Bolero,2021,1550000,46000,Individual,Diesel,Manual,First Owner,340000
Honda City,2016,1099000,75000,Dealer,Petrol,Manual,First Owner,340000
Maruti Wagon R,2015,2500000,113000,Dealer,Petrol,Manual,First Owner,135000
Hyundai Verna,2014,675000,15000,Dealer,Diesel,Automatic,First Owner,1225000
Honda Amaze,2019,1970000,16942,Dealer,Petrol,Manual,First Owner,439000
Honda Jazz,2012,1050000,29484,Dealer,Petrol,Manual,First Owner,465000
Maruti Swift Dzire,2023,750000,84405,Individual,Diesel,Manual,First Owner,530000
Maruti Swift Dzire,2019,800000,30000,Individual,Petrol,Manual,First Owner,650000
Maruti Swift,2013,420000,14838,Individual,Petrol,Manual,First Owner,525000
Honda City,2019,870000,31318,Trustmark Dealer,Petrol,Manual,First Owner,885000
Maruti Wagon R,2016,865000,63000,Dealer,Petrol,Manual,First Owner,120000
Toyota Innova,2016,2325000,120000,Individual,Diesel,Manual,First Owner,860000
Maruti Vitara,2017,950000,50000,Individual,Diesel,Manual,First Owner,810000
Maruti Swift Dzire,2021,1700000,74600,Individual,Diesel,Manual,First Owner,410000
Tata Safari,2021,2295000,80000,Individual,Diesel,Manual,First Owner,175000
Maruti Swift Dzire,2017,1785000,66000,Dealer,Petrol,Manual,First Owner,400000
Honda City,2018,860000,31543,Dealer,Petrol,Manual,First Owner,875000
Toyota Innova,2013,3150000,80000,Individual,Diesel,Manual,First Owner,1350000
Maruti Swift,2022,370000,60000,Individual,Diesel,Manual,First Owner,450000
Honda City,2021,1495000,50000,Individual,Diesel,Manual,Second Owner,700000
Audi Q7,2022,1750000,28000,Dealer,Diesel,Automatic,First Owner,2650000
Maruti Swift Dzire,2022,665000,60000,Individual,Petrol,Manual,First Owner,350000
Maruti Celerio,2009,2250000,18000,Individual,Petrol,Manual,First Owner,460000
Maruti Alto,2023,1785000,35000,Individual,Petrol,Manual,First Owner,220000
Hyundai Creta,2014,2890000,48000,Dealer,Diesel,Manual,First Owner,990000
Mahindra Scorpio,2018,1450000,50000,Individual,Diesel,Manual,First Owner,950000
